"product_category","tenure_segment","customer_location","i_arpu_w","treated_cust","coupon_budget","i_revenue","i_gross_profit","i_net_profit_after_coupons","i_roas_on_coupons","go_flag"
Accessories,Tenure_Q1,California,-7.021666666666668,3.0,3.6920000000000006,-21.065000000000005,-10.532500000000002,-14.224500000000003,-2.852789815817985,NO-GO
Accessories,Tenure_Q1,Illinois,64.41111111111111,6.0,94.568,386.4666666666667,193.23333333333335,98.66533333333335,2.0433268477004205,GO
Accessories,Tenure_Q1,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Accessories,Tenure_Q1,New York,-12.66,2.0,1.455,-25.32,-12.66,-14.115,-8.70103092783505,NO-GO
Accessories,Tenure_Q1,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Accessories,Tenure_Q2,California,39.230000000000004,6.0,32.775,235.38000000000002,117.69000000000001,84.91500000000002,3.5908466819221974,GO
Accessories,Tenure_Q2,Illinois,2.822499999999998,7.0,18.065,19.757499999999986,9.878749999999993,-8.186250000000008,0.5468447273733735,NO-GO
Accessories,Tenure_Q2,New Jersey,0.0,1.0,4.884,0.0,0.0,-4.884,0.0,NO-GO
Accessories,Tenure_Q2,New York,22.673333333333346,4.0,27.151000000000003,90.69333333333338,45.34666666666669,18.19566666666669,1.6701656169815728,GO
Accessories,Tenure_Q2,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Accessories,Tenure_Q3,California,161.8675,5.0,221.62300000000002,809.3375000000001,404.66875000000005,183.04575000000003,1.825933003343516,GO
Accessories,Tenure_Q3,Illinois,95.0425,4.0,28.055,380.17,190.085,162.03,6.775441097843522,GO
Accessories,Tenure_Q3,New Jersey,0.0,3.0,13.795000000000002,0.0,0.0,-13.795000000000002,0.0,NO-GO
Accessories,Tenure_Q3,New York,74.7,3.0,39.830999999999996,224.10000000000002,112.05000000000001,72.21900000000002,2.81313549747684,GO
Accessories,Tenure_Q3,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Accessories,Tenure_Q4,California,58.723333333333336,4.0,38.952,234.89333333333335,117.44666666666667,78.49466666666667,3.015163962483741,GO
Accessories,Tenure_Q4,Illinois,-11.589583333333332,6.0,18.46,-69.5375,-34.76875,-53.22875,-1.883464247020585,NO-GO
Accessories,Tenure_Q4,New Jersey,0.0,1.0,1.037,0.0,0.0,-1.037,0.0,NO-GO
Accessories,Tenure_Q4,New York,1.8066666666666658,6.0,12.539000000000001,10.839999999999995,5.419999999999997,-7.119000000000004,0.43225137570779143,NO-GO
Accessories,Tenure_Q4,Washington DC,-6.790000000000001,1.0,0.798,-6.790000000000001,-3.3950000000000005,-4.1930000000000005,-4.254385964912281,NO-GO
Android,Tenure_Q1,California,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q1,Illinois,0.0,1.0,2.238,0.0,0.0,-2.238,0.0,NO-GO
Android,Tenure_Q1,New Jersey,3.9999999999999964,1.0,5.996999999999999,3.9999999999999964,1.9999999999999982,-3.9970000000000008,0.33350008337502063,NO-GO
Android,Tenure_Q1,New York,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q1,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q2,California,0.0,3.0,5.4190000000000005,0.0,0.0,-5.4190000000000005,0.0,NO-GO
Android,Tenure_Q2,Illinois,0.0,1.0,1.9989999999999999,0.0,0.0,-1.9989999999999999,0.0,NO-GO
Android,Tenure_Q2,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q2,New York,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q2,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q3,California,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q3,Illinois,43.23,1.0,4.797,43.23,21.615,16.817999999999998,4.505941213258287,GO
Android,Tenure_Q3,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q3,New York,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q3,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q4,California,0.0,1.0,4.797,0.0,0.0,-4.797,0.0,NO-GO
Android,Tenure_Q4,Illinois,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q4,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Android,Tenure_Q4,New York,-2.8000000000000043,2.0,4.300000000000001,-5.6000000000000085,-2.8000000000000043,-7.100000000000005,-0.6511627906976754,NO-GO
Android,Tenure_Q4,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Apparel,Tenure_Q1,California,299.94265005646525,86.0,2492.0919999999996,25795.067904856012,12897.533952428006,10405.441952428006,5.175384356768533,GO
Apparel,Tenure_Q1,Illinois,284.3637109557109,93.0,2963.7709999999997,26445.825118881115,13222.912559440558,10259.141559440559,4.461516277553346,GO
Apparel,Tenure_Q1,New Jersey,219.1321439393939,38.0,663.5859999999999,8327.021469696969,4163.510734848484,3499.9247348484846,6.274259455215278,GO
Apparel,Tenure_Q1,New York,314.9154747157604,78.0,2689.9610000000002,24563.40702782931,12281.703513914656,9591.742513914654,4.565755233594336,GO
Apparel,Tenure_Q1,Washington DC,56.05694444444446,19.0,322.66900000000004,1065.0819444444448,532.5409722222224,209.87197222222238,1.650424962491663,GO
Apparel,Tenure_Q2,California,328.623625980501,90.0,2523.123,29576.12633824509,14788.063169122544,12264.940169122545,5.861015562508266,GO
Apparel,Tenure_Q2,Illinois,315.7306002629849,91.0,3740.0950000000003,28731.48462393163,14365.742311965814,10625.647311965815,3.8410100042821944,GO
Apparel,Tenure_Q2,New Jersey,289.5235158730159,21.0,683.355,6079.993833333335,3039.9969166666674,2356.6419166666674,4.448634921331764,GO
Apparel,Tenure_Q2,New York,371.29441305916305,58.0,1905.5970000000002,21535.075957431458,10767.537978715729,8861.94097871573,5.650480127076044,GO
Apparel,Tenure_Q2,Washington DC,-112.56611111111106,12.0,661.223,-1350.7933333333326,-675.3966666666663,-1336.6196666666663,-1.0214355318351998,NO-GO
Apparel,Tenure_Q3,California,363.2312313982314,82.0,3634.512,29784.960974654972,14892.480487327486,11257.968487327485,4.097518590481331,GO
Apparel,Tenure_Q3,Illinois,381.3123881962482,78.0,4285.917,29742.36627930736,14871.18313965368,10585.266139653679,3.469778612057508,GO
Apparel,Tenure_Q3,New Jersey,1236.402222222222,19.0,1674.194,23491.642222222217,11745.821111111109,10071.62711111111,7.015806478288125,GO
Apparel,Tenure_Q3,New York,298.41660476190475,46.0,1778.5149999999999,13727.163819047619,6863.581909523809,5085.06690952381,3.859164476838154,GO
Apparel,Tenure_Q3,Washington DC,115.23500000000003,16.0,550.9010000000001,1843.7600000000004,921.8800000000002,370.97900000000016,1.6734041143508545,GO
Apparel,Tenure_Q4,California,361.71169215751564,85.0,2491.143,30745.49383338883,15372.746916694416,12881.603916694416,6.170961248187846,GO
Apparel,Tenure_Q4,Illinois,351.4234198477449,90.0,3245.5539999999996,31628.10778629704,15814.05389314852,12568.49989314852,4.872528355143228,GO
Apparel,Tenure_Q4,New Jersey,628.0639833333333,32.0,887.9990000000001,20098.047466666667,10049.023733333333,9161.024733333334,11.316480911952977,GO
Apparel,Tenure_Q4,New York,216.2024172216672,69.0,1916.8890000000001,14917.966788295036,7458.983394147518,5542.094394147518,3.8911921317027316,GO
Apparel,Tenure_Q4,Washington DC,170.20535714285714,15.0,369.643,2553.080357142857,1276.5401785714284,906.8971785714284,3.453440694322437,GO
Backpacks,Tenure_Q1,California,0.0,2.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q1,Illinois,63.989999999999995,4.0,0.0,255.95999999999998,127.97999999999999,127.97999999999999,,GO
Backpacks,Tenure_Q1,New Jersey,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q1,New York,0.0,3.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q1,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q2,California,-191.4825,3.0,0.0,-574.4475,-287.22375,-287.22375,,NO-GO
Backpacks,Tenure_Q2,Illinois,-9.100000000000001,2.0,0.0,-18.200000000000003,-9.100000000000001,-9.100000000000001,,NO-GO
Backpacks,Tenure_Q2,New Jersey,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q2,New York,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q2,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q3,California,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q3,Illinois,122.07999999999998,2.0,0.0,244.15999999999997,122.07999999999998,122.07999999999998,,GO
Backpacks,Tenure_Q3,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q3,New York,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q3,Washington DC,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q4,California,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q4,Illinois,-24.000000000000014,2.0,0.0,-48.00000000000003,-24.000000000000014,-24.000000000000014,,NO-GO
Backpacks,Tenure_Q4,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q4,New York,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Backpacks,Tenure_Q4,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Bags,Tenure_Q1,California,-45.689927536231885,29.0,382.43700000000007,-1325.0078985507246,-662.5039492753623,-1044.9409492753623,-1.7323217922830745,NO-GO
Bags,Tenure_Q1,Illinois,137.05669333333336,36.0,1085.578,4934.040960000001,2467.0204800000006,1381.4424800000006,2.2725409689584724,GO
Bags,Tenure_Q1,New Jersey,-395.1916666666666,13.0,200.95499999999998,-5137.491666666666,-2568.745833333333,-2769.700833333333,-12.782691813258356,NO-GO
Bags,Tenure_Q1,New York,91.2179365079365,23.0,480.90000000000003,2098.0125396825397,1049.0062698412698,568.1062698412698,2.1813397168668534,GO
Bags,Tenure_Q1,Washington DC,105.88666666666664,4.0,75.13700000000001,423.54666666666657,211.77333333333328,136.63633333333325,2.8184959917661505,GO
Bags,Tenure_Q2,California,62.637666666666675,29.0,448.193,1816.4923333333336,908.2461666666668,460.0531666666668,2.026462186305156,GO
Bags,Tenure_Q2,Illinois,64.10996119929452,31.0,905.2320000000001,1987.40879717813,993.704398589065,88.47239858906494,1.097734501861473,GO
Bags,Tenure_Q2,New Jersey,2.6262500000000095,8.0,275.421,21.010000000000076,10.505000000000038,-264.91599999999994,0.038141608664553676,NO-GO
Bags,Tenure_Q2,New York,-11.131333333333336,21.0,371.202,-233.75800000000004,-116.87900000000002,-488.081,-0.31486629921174997,NO-GO
Bags,Tenure_Q2,Washington DC,70.70833333333334,3.0,49.596,212.12500000000003,106.06250000000001,56.46650000000002,2.138529316880394,GO
Bags,Tenure_Q3,California,37.0107258064516,29.0,565.67,1073.3110483870964,536.6555241935482,-29.014475806451742,0.9487077698897737,NO-GO
Bags,Tenure_Q3,Illinois,69.60658333333333,31.0,884.0,2157.8040833333334,1078.9020416666667,194.90204166666672,1.2204774226998492,GO
Bags,Tenure_Q3,New Jersey,-13.030000000000012,4.0,36.371,-52.12000000000005,-26.060000000000024,-62.431000000000026,-0.71650490775618,NO-GO
Bags,Tenure_Q3,New York,139.22562499999998,17.0,415.63800000000003,2366.8356249999997,1183.4178124999999,767.7798124999998,2.8472319963525945,GO
Bags,Tenure_Q3,Washington DC,-6.190000000000001,7.0,69.96100000000001,-43.33000000000001,-21.665000000000006,-91.62600000000002,-0.30967253183916754,NO-GO
Bags,Tenure_Q4,California,101.44423333333334,26.0,801.0349999999999,2637.550066666667,1318.7750333333336,517.7400333333337,1.6463388407913935,GO
Bags,Tenure_Q4,Illinois,30.21043675595238,34.0,739.681,1027.154849702381,513.5774248511905,-226.10357514880957,0.6943228565438215,NO-GO
Bags,Tenure_Q4,New Jersey,-8.546666666666663,11.0,394.163,-94.01333333333329,-47.006666666666646,-441.16966666666667,-0.11925692332021688,NO-GO
Bags,Tenure_Q4,New York,63.69059523809525,26.0,712.4390000000001,1655.9554761904765,827.9777380952382,115.53873809523816,1.162173516743522,GO
Bags,Tenure_Q4,Washington DC,0.0,4.0,63.564,0.0,0.0,-63.564,0.0,NO-GO
Bottles,Tenure_Q1,California,2.7226388888888877,9.0,84.27400000000003,24.50374999999999,12.251874999999995,-72.02212500000003,0.14538143436884438,NO-GO
Bottles,Tenure_Q1,Illinois,6.734000000000002,11.0,24.737000000000002,74.07400000000001,37.037000000000006,12.300000000000004,1.4972308687391358,GO
Bottles,Tenure_Q1,New Jersey,0.0,2.0,1.0370000000000001,0.0,0.0,-1.0370000000000001,0.0,NO-GO
Bottles,Tenure_Q1,New York,115.70666666666666,7.0,39.766,809.9466666666666,404.9733333333333,365.2073333333333,10.183909202166005,GO
Bottles,Tenure_Q1,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Bottles,Tenure_Q2,California,-17.255,5.0,4.888999999999999,-86.27499999999999,-43.137499999999996,-48.0265,-8.823379014113316,NO-GO
Bottles,Tenure_Q2,Illinois,0.0,2.0,20.315,0.0,0.0,-20.315,0.0,NO-GO
Bottles,Tenure_Q2,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Bottles,Tenure_Q2,New York,-0.05000000000000249,6.0,6.566000000000001,-0.3000000000000149,-0.15000000000000746,-6.716000000000008,-0.02284495887907515,NO-GO
Bottles,Tenure_Q2,Washington DC,0.0,2.0,49.377,0.0,0.0,-49.377,0.0,NO-GO
Bottles,Tenure_Q3,California,-27.516875000000006,7.0,21.652,-192.61812500000005,-96.30906250000002,-117.96106250000003,-4.4480446379087395,NO-GO
Bottles,Tenure_Q3,Illinois,62.374,8.0,113.51100000000001,498.992,249.496,135.985,2.197989622151157,GO
Bottles,Tenure_Q3,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Bottles,Tenure_Q3,New York,73.805,2.0,11.409000000000002,147.61,73.805,62.396,6.469015689368042,GO
Bottles,Tenure_Q3,Washington DC,0.0,1.0,2.99,0.0,0.0,-2.99,0.0,NO-GO
Bottles,Tenure_Q4,California,25.662499999999998,6.0,43.658,153.975,76.9875,33.329499999999996,1.763422511338128,GO
Bottles,Tenure_Q4,Illinois,10.407916666666678,4.0,48.295,41.63166666666671,20.815833333333355,-27.479166666666647,0.43101425268316296,NO-GO
Bottles,Tenure_Q4,New Jersey,2.4399999999999977,3.0,9.427,7.319999999999993,3.6599999999999966,-5.767000000000003,0.3882465259361405,NO-GO
Bottles,Tenure_Q4,New York,19.642222222222212,3.0,91.89500000000001,58.926666666666634,29.463333333333317,-62.43166666666669,0.32061954767216183,NO-GO
Bottles,Tenure_Q4,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Drinkware,Tenure_Q1,California,105.07610983102919,42.0,733.809,4413.196612903226,2206.598306451613,1472.7893064516131,3.0070472104479684,GO
Drinkware,Tenure_Q1,Illinois,120.6103287250384,53.0,1179.338,6392.347422427035,3196.1737112135174,2016.8357112135175,2.7101422248867735,GO
Drinkware,Tenure_Q1,New Jersey,192.3151851851852,17.0,304.657,3269.3581481481483,1634.6790740740742,1330.0220740740742,5.3656376648955195,GO
Drinkware,Tenure_Q1,New York,124.55888203463202,34.0,633.062,4235.001989177489,2117.5009945887446,1484.4389945887447,3.3448556296045955,GO
Drinkware,Tenure_Q1,Washington DC,-1.7924999999999995,8.0,70.42999999999999,-14.339999999999996,-7.169999999999998,-77.6,-0.10180320885986084,NO-GO
Drinkware,Tenure_Q2,California,123.60719588744588,49.0,931.175,6056.752598484848,3028.376299242424,2097.2012992424243,3.2522096268074465,GO
Drinkware,Tenure_Q2,Illinois,137.64456462585034,52.0,1205.4180000000001,7157.517360544218,3578.758680272109,2373.340680272109,2.9688943422714016,GO
Drinkware,Tenure_Q2,New Jersey,-143.73,7.0,88.36800000000002,-1006.1099999999999,-503.05499999999995,-591.423,-5.692728136882128,NO-GO
Drinkware,Tenure_Q2,New York,119.19770987654321,33.0,775.8499999999999,3933.524425925926,1966.762212962963,1190.9122129629632,2.534977396356207,GO
Drinkware,Tenure_Q2,Washington DC,-100.2,6.0,108.749,-601.2,-300.6,-409.34900000000005,-2.7641633486284936,NO-GO
Drinkware,Tenure_Q3,California,48.535189623507804,44.0,1037.448,2135.548343434343,1067.7741717171716,30.32617171717152,1.0292315101259741,GO
Drinkware,Tenure_Q3,Illinois,370.6472009803922,37.0,1608.795,13713.946436274511,6856.973218137256,5248.1782181372555,4.262179592886138,GO
Drinkware,Tenure_Q3,New Jersey,79.90571428571427,12.0,186.67000000000002,958.8685714285712,479.4342857142856,292.76428571428556,2.5683520957533914,GO
Drinkware,Tenure_Q3,New York,115.17866666666667,24.0,404.16700000000003,2764.288,1382.144,977.977,3.4197349115588356,GO
Drinkware,Tenure_Q3,Washington DC,96.24166666666667,9.0,37.786,866.1750000000001,433.08750000000003,395.30150000000003,11.461586301804902,GO
Drinkware,Tenure_Q4,California,128.9322957875458,51.0,880.5239999999999,6575.547085164836,3287.773542582418,2407.249542582418,3.7338829408198055,GO
Drinkware,Tenure_Q4,Illinois,141.7895192429522,48.0,923.152,6805.896923661705,3402.9484618308525,2479.7964618308524,3.6862276871315367,GO
Drinkware,Tenure_Q4,New Jersey,108.29740740740743,17.0,422.61499999999995,1841.0559259259264,920.5279629629632,497.91296296296326,2.178171534287622,GO
Drinkware,Tenure_Q4,New York,107.12702298850576,37.0,504.408,3963.699850574713,1981.8499252873564,1477.4419252873563,3.9290612466244714,GO
Drinkware,Tenure_Q4,Washington DC,169.36133333333333,9.0,117.354,1524.252,762.126,644.7719999999999,6.494248172196943,GO
Fun,Tenure_Q1,California,-2.739999999999995,3.0,0.0,-8.219999999999985,-4.109999999999992,-4.109999999999992,,NO-GO
Fun,Tenure_Q1,Illinois,87.48,2.0,0.0,174.96,87.48,87.48,,GO
Fun,Tenure_Q1,New Jersey,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Fun,Tenure_Q1,New York,-1.799999999999999,4.0,0.0,-7.199999999999996,-3.599999999999998,-3.599999999999998,,NO-GO
Fun,Tenure_Q1,Washington DC,11.39,2.0,0.0,22.78,11.39,11.39,,GO
Fun,Tenure_Q2,California,-1.1999999999999993,1.0,0.0,-1.1999999999999993,-0.5999999999999996,-0.5999999999999996,,NO-GO
Fun,Tenure_Q2,Illinois,9.0,5.0,0.0,45.0,22.5,22.5,,GO
Fun,Tenure_Q2,New Jersey,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Fun,Tenure_Q2,New York,45.245000000000005,2.0,0.0,90.49000000000001,45.245000000000005,45.245000000000005,,GO
Fun,Tenure_Q2,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Fun,Tenure_Q3,California,0.0,3.0,0.0,0.0,0.0,0.0,,NO-GO
Fun,Tenure_Q3,Illinois,22.82222222222222,6.0,0.0,136.9333333333333,68.46666666666665,68.46666666666665,,GO
Fun,Tenure_Q3,New Jersey,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Fun,Tenure_Q3,New York,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Fun,Tenure_Q3,Washington DC,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Fun,Tenure_Q4,California,0.00999999999999801,3.0,0.0,0.02999999999999403,0.014999999999997016,0.014999999999997016,,GO
Fun,Tenure_Q4,Illinois,-18.170000000000005,6.0,0.0,-109.02000000000004,-54.51000000000002,-54.51000000000002,,NO-GO
Fun,Tenure_Q4,New Jersey,-40.65,2.0,0.0,-81.3,-40.65,-40.65,,NO-GO
Fun,Tenure_Q4,New York,5.390000000000002,3.0,0.0,16.17000000000001,8.085000000000004,8.085000000000004,,GO
Fun,Tenure_Q4,Washington DC,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Gift Cards,Tenure_Q1,California,0.0,1.0,5.0,0.0,0.0,-5.0,0.0,NO-GO
Gift Cards,Tenure_Q1,Illinois,0.0,7.0,350.579,0.0,0.0,-350.579,0.0,NO-GO
Gift Cards,Tenure_Q1,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Gift Cards,Tenure_Q1,New York,100.0,6.0,97.816,600.0,300.0,202.184,3.0669829066819334,GO
Gift Cards,Tenure_Q1,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Gift Cards,Tenure_Q2,California,0.0,1.0,10.316,0.0,0.0,-10.316,0.0,NO-GO
Gift Cards,Tenure_Q2,Illinois,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Gift Cards,Tenure_Q2,New Jersey,0.0,2.0,78.446,0.0,0.0,-78.446,0.0,NO-GO
Gift Cards,Tenure_Q2,New York,0.0,2.0,70.0,0.0,0.0,-70.0,0.0,NO-GO
Gift Cards,Tenure_Q2,Washington DC,0.0,1.0,75.0,0.0,0.0,-75.0,0.0,NO-GO
Gift Cards,Tenure_Q3,California,0.0,2.0,55.0,0.0,0.0,-55.0,0.0,NO-GO
Gift Cards,Tenure_Q3,Illinois,0.0,4.0,112.5,0.0,0.0,-112.5,0.0,NO-GO
Gift Cards,Tenure_Q3,New Jersey,0.0,1.0,105.0,0.0,0.0,-105.0,0.0,NO-GO
Gift Cards,Tenure_Q3,New York,-25.0,1.0,2.5,-25.0,-12.5,-15.0,-5.0,NO-GO
Gift Cards,Tenure_Q3,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Gift Cards,Tenure_Q4,California,0.0,2.0,15.0,0.0,0.0,-15.0,0.0,NO-GO
Gift Cards,Tenure_Q4,Illinois,-49.76,4.0,35.288,-199.04,-99.52,-134.808,-2.8202221718431195,NO-GO
Gift Cards,Tenure_Q4,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Gift Cards,Tenure_Q4,New York,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Gift Cards,Tenure_Q4,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q1,California,0.0,3.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q1,Illinois,0.0,3.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q1,New Jersey,0.0,2.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q1,New York,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q1,Washington DC,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q2,California,107.35,2.0,0.0,214.7,107.35,107.35,,GO
Google,Tenure_Q2,Illinois,303.4716666666667,3.0,0.0,910.4150000000001,455.20750000000004,455.20750000000004,,GO
Google,Tenure_Q2,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q2,New York,-86.86999999999999,1.0,0.0,-86.86999999999999,-43.434999999999995,-43.434999999999995,,NO-GO
Google,Tenure_Q2,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q3,California,64.9,1.0,0.0,64.9,32.45,32.45,,GO
Google,Tenure_Q3,Illinois,0.0,2.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q3,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q3,New York,-531.0799999999999,1.0,0.0,-531.0799999999999,-265.53999999999996,-265.53999999999996,,NO-GO
Google,Tenure_Q3,Washington DC,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q4,California,188.275,3.0,0.0,564.825,282.4125,282.4125,,GO
Google,Tenure_Q4,Illinois,-5.0,1.0,0.0,-5.0,-2.5,-2.5,,NO-GO
Google,Tenure_Q4,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q4,New York,0.0,1.0,0.0,0.0,0.0,0.0,,NO-GO
Google,Tenure_Q4,Washington DC,0.0,0.0,0.0,0.0,0.0,0.0,,NO-GO
Headgear,Tenure_Q1,California,-1.7965476190476204,7.0,24.578,-12.575833333333343,-6.287916666666671,-30.86591666666667,-0.25583516423902153,NO-GO
Headgear,Tenure_Q1,Illinois,-18.253333333333327,16.0,55.422999999999995,-292.0533333333332,-146.0266666666666,-201.44966666666662,-2.6347665529954463,NO-GO
Headgear,Tenure_Q1,New Jersey,7.571111111111108,9.0,32.846,68.13999999999997,34.069999999999986,1.2239999999999895,1.0372648115447844,GO
Headgear,Tenure_Q1,New York,5.185333333333328,17.0,133.216,88.15066666666658,44.07533333333329,-89.14066666666672,0.33085615341500485,NO-GO
Headgear,Tenure_Q1,Washington DC,-20.619999999999997,4.0,10.17,-82.47999999999999,-41.239999999999995,-51.41,-4.055063913470993,NO-GO
Headgear,Tenure_Q2,California,112.98141666666668,16.0,161.63899999999998,1807.7026666666668,903.8513333333334,742.2123333333334,5.591789935184785,GO
Headgear,Tenure_Q2,Illinois,-8.829785714285714,20.0,179.49399999999997,-176.59571428571428,-88.29785714285714,-267.7918571428571,-0.4919265108742195,NO-GO
Headgear,Tenure_Q2,New Jersey,10.895,2.0,16.442999999999998,21.79,10.895,-5.547999999999998,0.6625919844310649,NO-GO
Headgear,Tenure_Q2,New York,-80.57866666666668,11.0,37.388,-886.3653333333334,-443.1826666666667,-480.5706666666667,-11.853607218002212,NO-GO
Headgear,Tenure_Q2,Washington DC,-44.72,2.0,23.79,-89.44,-44.72,-68.50999999999999,-1.8797814207650274,NO-GO
Headgear,Tenure_Q3,California,-30.335897435897436,17.0,74.68,-515.7102564102564,-257.8551282051282,-332.5351282051282,-3.4528003241179457,NO-GO
Headgear,Tenure_Q3,Illinois,869.0265293040292,18.0,3186.706,15642.477527472525,7821.238763736263,4634.5327637362625,2.4543333347149887,GO
